RPTID	YR	NAME	OPID	STADD	CITY	COUNT	ST	ZIP	HSTAD	HCITY	HCNTY	HST	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19980167	1998	"BYHALIA MUNICIPAL SYSTEM, TOWN OF"	1976	P.O. BOX 412	BYHALIA	MARSHALL	MS	38611						MS	0	0	0	7	41	0	0	0	0	0	48	0	0	0	252	566	0	0	0	0	0	818	0	5	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	17	0	0	0	48	200	0	246	4	2	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	7	1	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	11	3	0	0	818	0	0	3	4	0	0	0	0	0	5	0	20	1	0	1.2		TRENT JOHNSON - SUPT	6018382701	6/4/1999		
19980168	1998	POPLAR GROVE UTILITY DISTRICT	30669	14560 HIGHWAY 51 SOUTH	ATOKA	TIPTON	TN	38004						TN	0	0	0	2	146	0	0	0	0	0	148	0	0	0	0	2530	0	0	0	0	0	2530	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	10	10	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	11	11	0	0	146	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527	3	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527	3	0	0	0	2530	0	0	3	25	0	0	0	3	0	0	0	0	1	0	0.8		DAVID BRADEN -MGR & MIKE BREWER	9018370181	6/4/1999		
19980169	1998	"ABBYVILLE, CITY OF"	18	P O BOX 100	ABBYVILLE	RENO	KS	67510						KS	0	0	0	3	0	0	0	0	0	0	3	0	0	0	67	0	0	0	0	0	0	67	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	35	0	0	65	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		MIKE BICKEL	3162865605	6/4/1999	8/12/1999	
19980170	1998	ELKTON GAS SERVICE - DIV PENNS & SOUTHERN GAS CO	4376	241 S BRIDGE ST	ELKTON	CECIL	MD	21921	955 E 25TH ST (NUI SOUTHERN DIV)	HIALEAH		FL	33013	MD	0	0	0	30	35	0	0	0	0	0	65	0	0	0	1506	1713	0	0	0	0	0	3219	0	13	14	3	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	34	5	0	0	65	76	0	1312	191	3	0	0	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1593	108	12	0	0	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2905	299	15	0	0	3219	1	0	4	5	0	0	0	1	0	3	0	159	7	0	0.5		CELSO RODRIGUEZ	4103984626	6/4/1999		
19980172	1998	G&S GASLINE	30927	RR2 BOX 8	OXFORD	HARLAN	NE	68967						NE	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		CLYDE LUEKING	3089910262	6/4/1999		
19980173	1998	"WESTBY GAS SERVICE, TOWN OF"	22372	BOX 186 207 MAIN ST	WESTBY	SHERIDAN	MT	59275						MT	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	114	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		LYNDEN LAGERQUIST	4063852445	6/4/1999		
19980174	1998	"SUNRISE, CITY OF"	18738	"4747 NOB HILL ROAD, SUITE 5"	SUNRISE	BROWARD	FL	33351	10770 W. OAKLAND PARK BLVD	SUNRISE		FL	33351	FL	0	0	0	96	74	0	0	0	0	0	170	0	0	0	6418	3426	0	0	0	0	0	9844	0	61	20	15	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	14	6	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	34	21	0	0	170	0	0	6310	108	0	0	0	6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3192	233	1	0	0	3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9502	341	1	0	0	9844	2	45	10	9	0	4	0	7	1	10	1	6	1	0	0		JOHN DILLAVOU	9545722296	6/4/1999		
19980175	1998	WAKEFIELD MUNICIPAL LIGHT DEPT	22035	9 ALBION STREET	WAKEFIELD	MIDDLESEX	MA	1880						MA	36	0	0	5	20	8	0	0	0	0	69	3645	0	0	684	978	0	0	0	0	0	5307	0	2	38	1	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	8	0	0	0	0	0	0	0	0	1	2	15	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	47	16	3	0	69	0	0	1	4306	20	0	0	4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	721	16	4	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	5027	36	4	0	5305	4	57	1	4	1	0	0	0	0	0	0	0	0	0	0		RONALD V. PALASEK	7812245088	6/4/1999		
19980176	1998	"KOUNTZE MUNICIPAL GAS SYSTEM, CITY OF"	10330	1025 NO. PINE (P.O. BOX 188)	KOUNTZE	HARDIN	TX	77625						TX	0	0	0	16	19	0	0	0	0	0	35	0	0	0	23	527	0	0	0	0	0	550	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	22	0	0	0	35	20	0	23	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	3	1	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	3	1	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	11	0	-2		RODERICK HUTTO	4092463463	6/4/1999		
19980177	1998	"KOUNTZE MUNICIPAL GAS SYSTEM, CITY OF"	10330	1025 NO. PINE (P.O. BOX 188)	KOUNTZE	HARDIN	TX	77625						TX	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	122	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	122	0	0	0	0	0	0	0	0	13	2	0	0	37	0	4		RODERICK HUTTO	4092463463	6/4/1999		
19980178	1998	PEOPLES GAS SYSTEM INC	15348	P. O. BOX 2562	TAMPA	HILLSBOROUGH	FL	33601						FL	3	1	0	30	9	0	0	0	0	0	43	141	0	0	945	458	0	0	0	0	0	1544	0	26	5	3	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	7	3	0	0	43	59	0	1086	0	0	0	0	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	14	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1530	14	0	0	0	1544	5	16	0	3	0	0	1	1	3	2	1	3	0	0	0		ROBERT T. SIEVERS	8132284538	6/4/1999		
19980179	1998	CENTRAL FLORIDA GAS CORP	2188	1015 6TH STREET N.W.	WINTER HAVEN	POLK	FL	33881	P.O. BOX 1769	DOVER		DE	19903	FL	174	0	0	175	101	0	0	0	0	0	450	1258	0	0	3029	5381	0	0	0	0	0	9668	0	160	125	59	5	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	27	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	152	59	5	0	450	75	0	4146	122	14	5	0	4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5322	50	9	0	0	5381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9468	172	23	5	0	9668	50	9	0	0	10	18	2	4	0	11	3	15	0	0	0		THOMAS GEOFFROY	9412992565	6/4/1999		
19980180	1998	CENTRAL FLORIDA GAS CORP	2188	1015 6TH STREET N.W.	WINTER HAVEN	POLK	FL	33881	P.O. BOX 1769	DOVER		DE	19903	FL	1	0	0	45	11	0	0	0	0	0	57	0	0	0	697	251	0	0	0	0	0	948	0	28	8	10	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	12	10	0	0	57	75	0	644	37	7	9	0	697	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	16	2	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	53	9	9	0	949	0	1	0	0	3	2	0	1	0	1	1	0	0	0	0		THOMAS GEOFFROY	9412992565	6/4/1999		
19980181	1998	BURNSVILLE GAS CO	1922	HIGHWAY 72E	BURNSVILLE	TISHOMINGO	MS	38833	PO BOX 736	WEST POINT		MS	39773	MS	0	0	0	11	18	0	0	0	0	0	29	0	0	0	1	190	0	0	0	0	0	191	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	0	0	0	29	100	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	3	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	3	1	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14		EVAN E TUMLINSON	6014944402	6/4/1999		
19980182	1998	CITIZENS UTILITY CO	2416	1300 S YALE STREET	FLAGSTAFF	COCONINO	AZ	86001	3 HIGH RIDGE PARK	STAMFORD		CT	6905	AZ	0	0	0	1190	870	0	0	0	0	0	2060	0	0	0	53610	49510	0	0	0	0	0	103120	0	698	336	145	11	0	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	1	0	0	0	129	0	578	163	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	500	145	11	0	2060	57	0	52406	1156	48	0	0	53610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6574	232	0	0	0	6806	0	42497	201	6	0	0	42704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101477	1589	54	0	0	103120	6	19	67	93	0	0	14	11	6	2	96	104	45	2	3.31		EILEEN HAMLIN/D. FISHER. J BEHNE	5207744592	6/4/1999		
19980183	1998	INTERMOUNTAIN GAS CO	8160	555 SO COLE RD	BOISE	ADA	ID	83709						ID	0	0	0	2440	1789	0	0	0	0	0	4229	0	0	0	87481	121483	0	0	0	0	0	208964	0	1438	723	212	67	0	2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1528	257	4	0	0	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2966	980	216	67	0	4229	89	0	85078	2316	85	2	0	87481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119482	1986	15	0	0	121483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204560	4302	100	2	0	208964	5	11	156	959	0	0	20	59	2	15	20	55	0	0	5.00E-03		DARYL WATSON   DISTRIBUTION MGR	2083776083	6/4/1999		
19980184	1998	SAWYER GAS OF JACKSONVILLE INC	18153	8486 DEVOE ST	JACKSONVILLE	DUVAL	FL	32220						FL	0	0	0	16	1	0	0	0	0	0	17	0	0	100	1083	223	0	0	0	0	0	1406	0	13	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	17	0	0	1141	0	0	0	0	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1406	0	0	0	0	1406	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2		MICHAEL TROWBRIDGE	9047818400	6/4/1999		
19980185	1998	ST JOE NATURAL GAS CO INC	25136	301 LONG AVENUE	PORT SAINT JOE	GULF	FL	32457						FL	0	0	0	71	71	0	0	0	0	0	142	0	0	0	1171	2554	0	0	0	0	0	3725	0	19	28	24	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	8	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	36	24	0	0	142	94	0	1153	13	4	1	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2548	6	0	0	0	2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3701	19	4	1	0	3725	2	9	6	19	0	0	3	6	0	25	1	1	0	0	0		STUART SHOAF - PRESIDENT	8502298216	6/4/1999		
19980186	1998	CONECUH - MONROE COUNTIES GAS DIST	2688	602 BELLEVILLE STREET	EVERGREEN	CONECUH	AL	36401						AL	0	0	0	189	103	0	0	0	0	0	292	0	0	2102	348	3462	0	0	0	0	0	5912	0	4	58	127	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	21	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	79	127	0	0	292	195	0	2389	55	4	3	0	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3426	35	0	0	0	3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5815	90	4	3	0	5912	0	1	4	29	0	0	3	7	0	0	10	23	0	0	1.3		MARK BURGESS	3345782740	6/4/1999		
19980187	1998	ENERGAS CO	4473	5110 80TH STREET	LUBBOCK	LUBBOCK	TX	79424	"5430 LBJ FREEWAY, SUITE 160"	DALLAS	DALLAS	TX	75240	TX	1719	0	0	3206	8198	0	0	0	0	0	13123	109164	0	0	155678	71326	0	0	0	0	0	336168	0	2750	1622	478	48	27	4925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4260	55	0	0	0	4315	0	1552	282	4	0	0	1838	0	1770	275	0	0	0	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10332	2234	482	48	27	13123	10	0	156715	107312	690	125	0	264842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	2579	154	0	0	2899	0	64867	3064	496	0	0	68427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221748	112955	1340	125	0	336168	713	226	500	199	31	25	137	115	951	125	277	93	1506	0	2.92		JOSE VALENCIANO	8067984485	6/4/1999		
19980188	1998	CARRIZO SPRINGS GAS DEPT	2112	P.O. BOX 329/308 WEST PENA STREET	CARRIZO SPRINGS	DIMMIT	TX	78834						TX	0	1	0	5	23	0	0	0	0	0	29	0	153	0	469	1483	0	0	0	0	0	2105	0	5	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	0	29	0	0	0	0	0	0	0	0	604	14	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	6	0	0	0	0	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085	20	0	0	0	0	2105	0	1	1	10	2	2	1	12	0	4	0	0	0	0	0		MARTIN V. PICHARDO - GAS SUPERINTENDENT	8308762476	6/4/1999		
19980189	1998	"CLINTON, TOWN OF - GAS UTIL DIST #2, E FELICIANA"	2500	P.O. BOX 513 12305 JACKSON STREET	CLINTON	EAST FELICIANA	LA	70722						LA	0	0	0	17	14	0	0	0	0	0	31	0	0	0	230	370	0	0	0	0	0	600	0	16	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	31	25	0	219	6	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	6	0	0	0	600	0	5	0	0	0	8	0	0	0	0	0	0	0	0	6		EMILY BENTLEY - TOWN CLERK	2256835531	6/4/1999		
19980190	1998	MOREAUVILLE GAS DEPT	12768	P.O. BOX 57	MOREAUVILLE	AVOYELLES	LA	71355						LA	0	0	0	60	6	0	0	0	0	0	66	0	0	0	647	343	0	0	0	0	0	990	0	41	19	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	19	0	0	0	66	15	0	643	4	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	1	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	4	1	0	0	990	0	0	0	2	0	9	0	1	0	4	0	0	0	0	0.8		PENN LEMOINE	3189852462	6/4/1999		
19980191	1998	FLORIDA PUBLIC UTILITIES CO./DELTONA	3261	401 N. STONE STREET	DELAND	VOLUSIA	FL	32720	P O BOX 3395	WEST PALM BEACH		FL	33402	FL	0	0	0	35	0	0	0	0	0	0	35	0	0	0	1527	44	0	0	0	0	0	1571	0	26	6	3	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	3	0	0	35	100	0	1527	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1571	0	0	0	0	1571	0	5	0	2	0	0	0	0	0	0	1	9	5	0	7		DONALD KITNER DIVISION MGR	4073225733	6/4/1999		
19980192	1998	"KIEFER, CITY OF"	10251	"15 SO. ""A"" STREET"	KIEFER	CREEK	OK	74041						OK	1	0	0	0	8	0	0	0	0	0	9	10	0	0	0	448	0	0	0	0	0	458	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	9	15	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	10	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	10	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2		ERNIE KAME	9183215925	6/4/1999	7/16/1999	
19980193	1998	IBERVILLE PARISH NATURAL GAS SYSTEM	8010	59805 BAYOU ROAD	PLAQUEMINE	IBERVILLE	LA	70764	P.O. BOX 99	PLAQUEMINE		LA	70765	LA	0	0	0	116	42	0	0	0	0	0	158	0	0	0	2486	654	0	0	0	0	0	3140	0	101	15	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	5	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	20	0	0	0	158	0	0	2468	17	1	0	0	2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	10	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112	27	1	0	0	3140	0	9	2	12	0	1	0	0	0	0	2	90	0	0	2		DINAH ROCKFORTE   - UTILITY DEPT MGR	2256875152	6/4/1999		
19980194	1998	WOODHULL MUNICIPAL GAS SYSTEM	22840	P.O.BOX 173	WOODHULL	STEUBEN	NY	14898						NY	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	180	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	5	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	1	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	1	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3		KELLY M PETERS	6074585220	6/4/1999		
